Accelerometer,,,,,
time,x,y,z,,
765,6.071350098,-1.039001465,-2.512237549,,
789,13.18467712,0.158203125,-5.793319702,,
804,12.62503052,2.908309937,-4.899169922,,
825,5.725708008,2.090621948,-1.250518799,,
844,4.658401489,0.243453979,-1.647705078,,
863,6.608703613,0.956359863,-2.456863403,,
884,6.958587646,1.354003906,-2.008514404,,
905,8.536026001,1.117340088,-1.38949585,,
923,9.101791382,1.304016113,-1.124710083,,
943,9.88130188,1.396377563,-1.150085449,,
962,10.22650146,1.413421631,-1.110595703,,
982,9.792495728,1.178924561,-0.602096558,,
1002,9.360702515,0.894363403,-0.346054077,,
1023,8.888168335,1.074783325,0.912536621,,
1042,9.239120483,1.006317139,0.622070313,,
1061,9.768951416,1.179016113,1.185913086,,
1080,10.03744507,1.038009644,1.184814453,,
1100,10.26954651,0.900009155,1.804107666,,
1120,10.70254517,1.009979248,2.016357422,,
1141,11.25842285,1.199310303,2.118804932,,
1179,11.97872925,1.499008179,2.938766479,,
1199,11.26359558,1.538421631,4.107635498,,
1218,11.78475952,1.778427124,3.991195679,,
1238,11.99714661,1.288314819,4.353271484,,
1259,12.12519836,1.59803772,4.660644531,,
1277,12.42811584,1.953964233,4.657119751,,
1299,11.95542908,1.797958374,4.970870972,,
1317,12.1688385,2.02456665,4.335922241,,
1336,12.14465332,1.642166138,4.041809082,,
1357,12.42855835,1.423553467,3.525482178,,
1377,12.47703552,1.473602295,3.128875732,,
1396,12.24783325,1.28338623,2.724838257,,
1415,11.45054626,1.172348022,2.323120117,,
1435,10.5997467,0.970962524,1.855606079,,
1454,9.895095825,0.759307861,1.3256073,,
1474,9.274154663,0.672515869,0.720108032,,
1496,8.857406616,0.484680176,-0.127212524,,
1515,8.624557495,0.285339355,-1.313964844,,
1533,8.400466919,0.244644165,-2.016174316,,
1553,8.069152832,0.416931152,-2.240661621,,
1573,7.406066895,0.255874634,-2.863006592,,
1592,6.744750977,-0.103927612,-3.555252075,,
1616,6.57963562,0.169113159,-4.423568726,,
1632,6.834411621,0.560668945,-4.795562744,,
1652,7.060562134,0.703033447,-4.814880371,,
1672,7.163467407,1.02482605,-4.445831299,,
1692,7.321090698,1.271209717,-4.114562988,,
1712,7.729782104,1.162612915,-4.396896362,,
1731,8.157424927,1.090759277,-4.704299927,,
1751,8.808929443,0.962615967,-4.829620361,,
1771,9.176895142,0.859573364,-4.956329346,,
1791,9.245300293,0.968063354,-4.802780151,,
1812,9.158950806,1.413452148,-4.168121338,,
1830,9.429504395,1.24710083,-3.756744385,,
1853,9.723007202,0.827713013,-3.89831543,,
1871,9.389022827,0.936203003,-3.637496948,,
1888,9.134536743,0.886245728,-3.43800354,,
1908,9.191268921,1.066238403,-3.140930176,,
1927,9.314910889,1.201400757,-3.182952881,,
1947,9.49911499,1.022918701,-3.510971069,,
1967,9.342132568,1.054748535,-3.329696655,,
1987,9.231246948,1.125534058,-3.487854004,,
2006,9.392868042,1.264801025,-3.597686768,,
2026,9.546783447,1.389831543,-3.808868408,,
2065,9.481643677,1.460449219,-3.805786133,,
2087,9.399719238,1.464889526,-3.546173096,,
2105,9.61857605,1.592269897,-3.396759033,,
2126,9.643112183,1.545547485,-3.548126221,,
2144,9.845504761,1.437988281,-3.810180664,,
2163,9.731887817,1.293823242,-3.458984375,,
2183,9.461196899,1.324691772,-3.541854858,,
2205,9.543823242,1.491867065,-3.305908203,,
2223,9.505905151,1.395217896,-3.34463501,,
2242,9.667373657,1.281829834,-3.475006104,,
2263,9.582366943,1.337539673,-3.48399353,,
2282,9.426239014,1.358352661,-3.484893799,,
2302,9.198120117,1.339599609,-3.261901855,,
2324,9.061706543,1.129211426,-3.51852417,,
2343,9.056365967,0.871047974,-3.695663452,,
2361,9.133804321,0.78805542,-3.615921021,,
2382,9.089584351,0.911972046,-3.592208862,,
2401,9.177932739,1.036300659,-3.726730347,,
2420,9.26663208,1.194137573,-3.849563599,,
2445,9.269470215,1.208694458,-3.897354126,,
2465,9.305892944,1.089187622,-3.927001953,,
,,,,,
Gyroscope,,,,,
time,x,y,z,,
0,0.033493042,0.180450439,-0.060470581,,
1,0.038955688,0.158111572,-0.06288147,,
1,0.043380737,0.118637085,-0.052703857,,
1,0.038406372,0.052017212,-0.0184021,,
18,0.035476685,3.05E-04,0.024078369,,
37,0.035186768,-0.037353516,0.040847778,,
56,0.073440552,-0.062469482,0.074050903,,
79,0.117095947,-0.160491943,0.10824585,,
96,0.161071777,-0.090988159,0.106292725,,
115,0.139801025,-0.020736694,0.059249878,,
137,0.061676025,0.013839722,0.017303467,,
155,0.048110962,0.042922974,0.033279419,,
174,0.047012329,-0.007705688,0.116134644,,
195,0.029312134,-0.01663208,0.135360718,,
214,0.018508911,0.026901245,0.085388184,,
234,-8.09E-04,0.074081421,0.050491333,,
254,-0.007461548,0.119110107,0.048858643,,
293,-0.029220581,0.086914063,0.063705444,,
314,-0.04234314,0.056549072,0.058502197,,
333,-0.054534912,0.056137085,0.03717041,,
352,-0.0572052,0.102478027,0.019256592,,
372,-0.082427979,0.086135864,0.027511597,,
391,-0.085357666,0.043960571,0.072174072,,
411,-0.103744507,0.001113892,0.093887329,,
432,-0.12979126,-0.028152466,0.09147644,,
452,-0.147827148,-0.031906128,0.077438354,,
470,-0.15486145,-0.020019531,0.078689575,,
491,-0.161071777,-0.031646729,0.073669434,,
509,-0.162658691,-0.061096191,0.078674316,,
530,-0.129074097,-0.115066528,0.065338135,,
551,-0.084197998,-0.159423828,0.04347229,,
569,-0.039428711,-0.19418335,0.034927368,,
588,-0.003738403,-0.222671509,0.049942017,,
608,0.010513306,-0.232589722,0.069351196,,
627,0.013824463,-0.187210083,0.068069458,,
648,0.01473999,-0.110992432,0.045043945,,
669,0.018341064,-0.043014526,0.019805908,,
688,0.025283813,0.020324707,-0.003921509,,
707,0.03465271,0.090942383,-0.022186279,,
726,0.042205811,0.181640625,-0.042831421,,
745,0.052276611,0.302017212,-0.075500488,,
765,0.071487427,0.446685791,-0.135910034,,
789,0.092315674,0.58644104,-0.21031189,,
806,0.095794678,0.683334351,-0.264587402,,
825,0.090820313,0.799316406,-0.303970337,,
844,0.074401855,0.981643677,-0.343856812,,
864,0.059646606,1.217575073,-0.385604858,,
884,0.082214355,1.457321167,-0.433425903,,
906,0.140258789,1.653503418,-0.456237793,,
923,0.217163086,1.754928589,-0.461959839,,
943,0.243652344,1.739944458,-0.437210083,,
963,0.233917236,1.66456604,-0.390472412,,
982,0.219329834,1.564224243,-0.31590271,,
1002,0.219451904,1.480926514,-0.207077026,,
1029,0.148513794,1.447952271,-0.145019531,,
1042,0.192932129,1.609680176,-0.184020996,,
1061,0.184295654,1.67956543,-0.217483521,,
1081,0.195236206,1.679641724,-0.205703735,,
1100,0.186294556,1.643569946,-0.161560059,,
1120,0.11807251,1.567840576,-0.119842529,,
1142,0.075592041,1.450958252,-0.124069214,,
1180,0.066207886,1.206802368,-0.200820923,,
1199,0.067642212,0.815933228,-0.2449646,,
1218,0.026916504,0.652099609,-0.192550659,,
1239,0.003814697,0.443115234,-0.097381592,,
1259,-0.066986084,0.229049683,-0.027618408,,
1278,-0.074447632,-0.011108398,-0.003448486,,
1299,-0.083511353,-0.367141724,0.032333374,,
1317,-0.051239014,-0.566772461,0.114990234,,
1337,-0.01133728,-0.836105347,0.23324585,,
1357,-0.045089722,-1.198577881,0.320907593,,
1377,-0.072402954,-1.565917969,0.348617554,,
1396,-0.07321167,-1.937469482,0.33782959,,
1418,-0.06350708,-2.294128418,0.365631104,,
1435,-0.041534424,-2.486907959,0.422027588,,
1455,-0.018951416,-2.510391235,0.477172852,,
1474,-0.028167725,-2.519012451,0.534805298,,
1496,-0.070358276,-2.524978638,0.526412964,,
1515,-0.123672485,-2.544937134,0.424591064,,
1534,-0.185760498,-2.535903931,0.313613892,,
1553,-0.251571655,-2.311462402,0.198577881,,
1573,-0.266662598,-2.060058594,0.103347778,,
1593,-0.303451538,-1.819641113,0.094985962,,
1616,-0.372634888,-1.554290771,0.139862061,,
1633,-0.399597168,-1.243255615,0.13218689,,
1652,-0.392791748,-0.900192261,0.053634644,,
1672,-0.389328003,-0.560821533,-0.026672363,,
1694,-0.345596313,-0.246520996,-0.082962036,,
1712,-0.260391235,-0.014129639,-0.086685181,,
1732,-0.190872192,0.060668945,-0.068084717,,
1754,-0.160324097,0.120254517,-0.09487915,,
1771,-0.160842896,0.169952393,-0.15486145,,
1791,-0.147979736,0.203903198,-0.203186035,,
1812,-0.1146698,0.2605896,-0.230789185,,
1830,-0.012069702,0.339859009,-0.226119995,,
1854,0.059555054,0.309280396,-0.180923462,,
1871,0.052658081,0.1900177,-0.10975647,,
1889,0.00289917,0.075271606,-0.073242188,,
1908,-0.039505005,0.09866333,-0.090057373,,
1928,-0.084243774,0.172210693,-0.136260986,,
1947,-0.108016968,0.181686401,-0.164398193,,
1968,-0.148651123,0.178787231,-0.154373169,,
1987,-0.162872314,0.164398193,-0.101730347,,
2007,-0.155258179,0.126495361,-0.020385742,,
2026,-0.148742676,0.093017578,0.014678955,,
2066,-0.141921997,0.060638428,0.012435913,,
2087,-0.122116089,0.030075073,0.003707886,,
2105,-0.0987854,0.063964844,-0.004440308,,
2127,-0.079421997,0.086624146,-9.31E-04,,
2146,-0.041641235,0.076461792,0.006866455,,
2164,-0.011764526,-0.029190063,0.036376953,,
2184,-0.018493652,-0.100952148,0.052566528,,
2205,-0.004898071,-0.028884888,0.02180481,,
2223,0.010162354,-0.065124512,0.015884399,,
2243,0.016952515,-0.112930298,0.062866211,,
2263,0.014938354,-0.143478394,0.131576538,,
2282,0.015640259,-0.153778076,0.155609131,,
2302,0.005981445,-0.147003174,0.123382568,,
2324,0.043136597,-0.137649536,0.086914063,,
2343,0.057876587,-0.119064331,0.064071655,,
2362,0.04498291,-0.103439331,0.029037476,,
2382,0.034225464,-0.065261841,-0.010910034,,
2401,0.023101807,-0.048095703,-0.040679932,,
2420,0.011154175,-0.026428223,-0.0521698,,
2446,0.007415771,-0.029510498,-0.050170898,,
2465,-2.90E-04,-0.030975342,-0.046905518,,
,,,,,
Geomagnetic Rotation,,,,,
time,x,y,z,,
0,-0.260430366,-0.776578248,-0.217169181,,
1,-0.260156125,-0.776062369,-0.217503369,,
1,-0.259805411,-0.775468588,-0.217931673,,
1,-0.259803653,-0.775407553,-0.217826873,,
18,-0.258891732,-0.773890197,-0.218697906,,
38,-0.260783166,-0.772518277,-0.215312332,,
57,-0.25812909,-0.771955192,-0.217922807,,
79,-0.256710559,-0.77035749,-0.218262017,,
96,-0.260297805,-0.771424115,-0.211748287,,
116,-0.257775217,-0.771476448,-0.215934902,,
137,-0.254707038,-0.771569014,-0.220244735,,
157,-0.256943882,-0.770094514,-0.216070116,,
175,-0.262413055,-0.768872619,-0.207408071,,
195,-0.268621951,-0.770694196,-0.198599458,,
215,-0.273468018,-0.772682786,-0.191815212,,
235,-0.276780128,-0.77488935,-0.187727347,,
254,-0.277084678,-0.776786149,-0.186516732,,
273,-0.276049763,-0.778428376,-0.187362239,,
294,-0.274297476,-0.780508459,-0.189253002,,
314,-0.271910727,-0.781754315,-0.193376079,,
334,-0.268647105,-0.78290391,-0.198846906,,
352,-0.267434984,-0.784528136,-0.199579179,,
372,-0.267645836,-0.782769024,-0.198855281,,
392,-0.268747985,-0.781411946,-0.196819171,,
413,-0.268413574,-0.779871821,-0.196425408,,
432,-0.266463101,-0.779627562,-0.198336229,,
452,-0.265536755,-0.778708994,-0.198633716,,
470,-0.26544553,-0.778641403,-0.197851837,,
491,-0.266356379,-0.777370095,-0.196104422,,
511,-0.262343794,-0.777548969,-0.20219101,,
530,-0.258996308,-0.778846025,-0.206205994,,
551,-0.254624575,-0.779756546,-0.212376595,,
569,-0.257244647,-0.77765286,-0.206970155,,
588,-0.25334546,-0.779944777,-0.212487787,,
608,-0.255637497,-0.777722359,-0.207808897,,
628,-0.254019886,-0.778252304,-0.209978834,,
648,-0.253225416,-0.778945029,-0.211519226,,
669,-0.256060779,-0.779913485,-0.206553549,,
691,-0.259877831,-0.780376375,-0.200026229,,
707,-0.260125726,-0.78295666,-0.199809104,,
726,-0.259015948,-0.784041822,-0.202038959,,
746,-0.258326411,-0.783954978,-0.203354597,,
766,-0.262982458,-0.783182383,-0.195882291,,
789,-0.261888385,-0.784942508,-0.199036181,,
806,-0.256918401,-0.785298645,-0.2079584,,
825,-0.254358441,-0.783846498,-0.211770445,,
845,-0.255695403,-0.78424412,-0.209477618,,
864,-0.253470242,-0.784241796,-0.212751448,,
885,-0.252129316,-0.783032656,-0.216085106,,
906,-0.250211656,-0.779113114,-0.219367564,,
923,-0.24767521,-0.775455892,-0.22343345,,
944,-0.245408043,-0.771378279,-0.227385044,,
963,-0.243623987,-0.76722163,-0.231456056,,
982,-0.241843224,-0.762469053,-0.234816164,,
1006,-0.240739211,-0.757676125,-0.237492517,,
1029,-0.237293705,-0.75092876,-0.241537452,,
1042,-0.234646544,-0.745313823,-0.244351476,,
1061,-0.231258526,-0.738379061,-0.248193055,,
1081,-0.228237957,-0.73184371,-0.25095132,,
1100,-0.224587724,-0.724304616,-0.253230989,,
1124,-0.220730841,-0.716764688,-0.255586237,,
1141,-0.216192648,-0.709625781,-0.257661104,,
1161,-0.210308388,-0.70144242,-0.260210931,,
1180,-0.203613311,-0.691451788,-0.26339072,,
1200,-0.197814614,-0.682332039,-0.26721549,,
1219,-0.192704111,-0.672998369,-0.268833339,,
1239,-0.186742783,-0.663928211,-0.270548135,,
1258,-0.180948883,-0.655914366,-0.273079008,,
1278,-0.174986869,-0.647468388,-0.274520725,,
1298,-0.169717565,-0.641393423,-0.27621001,,
1317,-0.165759534,-0.636101604,-0.276635617,,
1337,-0.163486734,-0.632228673,-0.276197851,,
1357,-0.161405131,-0.629609406,-0.275749147,,
1377,-0.160460606,-0.627876461,-0.274970174,,
1397,-0.159970835,-0.62675786,-0.274342477,,
1418,-0.16018635,-0.626211107,-0.273918927,,
1436,-0.160431057,-0.626576006,-0.272173524,,
1455,-0.161297143,-0.627793908,-0.270854175,,
1475,-0.16348654,-0.629938126,-0.269797474,,
1496,-0.166862234,-0.634305,-0.26802367,,
1515,-0.172235698,-0.640723109,-0.266085416,,
1534,-0.176463082,-0.646869719,-0.264377594,,
1554,-0.181117743,-0.653958797,-0.26305297,,
1573,-0.187037021,-0.661743224,-0.260614365,,
1593,-0.193963021,-0.670727551,-0.257266104,,
1616,-0.200410575,-0.681949139,-0.255539656,,
1633,-0.206131577,-0.692210197,-0.253398091,,
1653,-0.211203128,-0.702535808,-0.251551837,,
1672,-0.213441834,-0.710941076,-0.250320703,,
1696,-0.215231016,-0.718935788,-0.249376699,,
1712,-0.218184784,-0.726940155,-0.247439161,,
1732,-0.220804736,-0.73477155,-0.245221615,,
1754,-0.22348991,-0.741673231,-0.242140085,,
1771,-0.226063684,-0.748182058,-0.238915697,,
1791,-0.227637291,-0.753635764,-0.23652643,,
1811,-0.227264032,-0.757521868,-0.236369148,,
1830,-0.2274739,-0.760084569,-0.235258639,,
1854,-0.228357062,-0.762719393,-0.232655704,,
1871,-0.228354692,-0.764775097,-0.231320888,,
1889,-0.228728294,-0.766381204,-0.230071962,,
1909,-0.228698865,-0.767212689,-0.23009415,,
1930,-0.228583157,-0.768157721,-0.230336964,,
1948,-0.228969127,-0.769510806,-0.229546621,,
1968,-0.229083836,-0.770453155,-0.229223013,,
1988,-0.229274437,-0.771753788,-0.228981972,,
2007,-0.229390174,-0.773064673,-0.229129866,,
2027,-0.229687378,-0.774544775,-0.22958608,,
2046,-0.229852304,-0.77596581,-0.230197161,,
2066,-0.229288563,-0.77703768,-0.230623052,,
2086,-0.228290424,-0.777697504,-0.231432021,,
2106,-0.227555275,-0.778506219,-0.231973216,,
2125,-0.227503866,-0.779564142,-0.232066602,,
2146,-0.227875531,-0.779705465,-0.232391983,,
2164,-0.228370592,-0.780266106,-0.232607782,,
2184,-0.227921978,-0.780425847,-0.233375415,,
2205,-0.227301374,-0.780721426,-0.233619571,,
2223,-0.227094501,-0.781076789,-0.233283386,,
2243,-0.227010459,-0.781370401,-0.233330727,,
2263,-0.227211803,-0.781873047,-0.233454287,,
2283,-0.227022067,-0.78187716,-0.233996585,,
2302,-0.227316469,-0.782318592,-0.233831614,,
2324,-0.228241295,-0.783151567,-0.232669443,,
2343,-0.229337275,-0.783649683,-0.231087625,,
2363,-0.230269298,-0.783995271,-0.230243132,,
2382,-0.231384218,-0.784433365,-0.229741588,,
2401,-0.232211143,-0.785072505,-0.229675084,,
2421,-0.232294381,-0.78599751,-0.229367509,,
2446,-0.23279731,-0.786758184,-0.229046434,,
2465,-0.23355113,-0.787436545,-0.228254542,,
,,,,,
Rotation Vector,,,,,
time,x*sin(theta/2),y*sin(theta/2),z*sin(theta/2),cos(theta/2),akurasi (dalam radians) (-1 jika tidak ada)
1,-0.17495501,-0.794417441,-0.163031146,0.558312178,0.17453292
1,-0.173979849,-0.79361707,-0.163371071,0.559654176,0.17453292
1,-0.173087984,-0.792985499,-0.163595676,0.560759246,0.17453292
1,-0.172665462,-0.792884529,-0.163381934,0.561094582,0.17453292
19,-0.172390923,-0.792252064,-0.163273439,0.562103033,0.17453292
38,-0.172731906,-0.792326927,-0.162478909,0.56212306,0.17453292
59,-0.172850505,-0.792577863,-0.161751747,0.561942518,0.17453292
79,-0.173218653,-0.793149471,-0.160178006,0.56147325,0.17453292
98,-0.173772588,-0.793984234,-0.157791182,0.560797691,0.17453292
118,-0.173402146,-0.794304729,-0.156390727,0.560850799,0.17453292
137,-0.172892869,-0.794358909,-0.155826032,0.561088443,0.17453292
156,-0.17296949,-0.794119656,-0.155082211,0.561609328,0.17453292
177,-0.173735246,-0.793911338,-0.153686762,0.562050939,0.17453292
196,-0.175047338,-0.794005632,-0.1519766,0.561975598,0.17453292
216,-0.17616339,-0.794029176,-0.150642768,0.56195271,0.17453292
235,-0.176876247,-0.793888092,-0.149855852,0.562138498,0.17453292
255,-0.177319065,-0.793460548,-0.149549097,0.562684059,0.17453292
275,-0.177761227,-0.792979479,-0.149482206,0.56324029,0.17453292
294,-0.178312778,-0.7926808,-0.149576694,0.563461185,0.17453292
315,-0.1787429,-0.792420745,-0.150000051,0.563578188,0.17453292
334,-0.178875282,-0.792074442,-0.150781676,0.563814342,0.17453292
354,-0.179213196,-0.791576505,-0.151462615,0.564223647,0.17453292
373,-0.18001987,-0.790901363,-0.151869282,0.564804018,0.17453292
392,-0.181255043,-0.790427923,-0.15195109,0.565049708,0.17453292
414,-0.182685107,-0.790070653,-0.152205691,0.565020263,0.17453292
433,-0.184091225,-0.789892733,-0.152883604,0.564629495,0.17453292
453,-0.185543835,-0.789638519,-0.153554723,0.564327419,0.17453292
472,-0.187085629,-0.78942275,-0.154229075,0.563936174,0.17453292
492,-0.188802034,-0.789174855,-0.154850572,0.563540697,0.17453292
511,-0.190024197,-0.789241791,-0.155942947,0.562734365,0.17453292
531,-0.191101193,-0.789741993,-0.156663597,0.561466277,0.17453292
551,-0.191732317,-0.790587902,-0.157264948,0.55989033,0.17453292
570,-0.192754641,-0.791402102,-0.156553954,0.558586836,0.17453292
590,-0.19316721,-0.792738914,-0.156358883,0.556599796,0.17453292
610,-0.194255054,-0.793727338,-0.155089065,0.555166006,0.17453292
629,-0.194800109,-0.794631243,-0.154517457,0.553839803,0.17453292
649,-0.195097059,-0.795212924,-0.154142022,0.553004265,0.17453292
670,-0.195428312,-0.795517147,-0.15348801,0.552631557,0.17453292
692,-0.195533752,-0.795500755,-0.152910888,0.552777886,0.17453292
708,-0.195033774,-0.795303464,-0.152946383,0.553228378,0.17453292
728,-0.194065794,-0.794594824,-0.15337646,0.554466605,0.17453292
747,-0.192719132,-0.79322207,-0.154018879,0.556719244,0.17453292
771,-0.191016734,-0.791200995,-0.154487997,0.560041964,0.17453292
788,-0.187881947,-0.788759828,-0.15616335,0.564066768,0.17453292
807,-0.183898911,-0.785781443,-0.158658847,0.56881988,0.17453292
826,-0.179673076,-0.781992793,-0.161254078,0.574631989,0.17453292
846,-0.175128922,-0.77732408,-0.16411072,0.581519365,0.17453292
866,-0.169911504,-0.771531761,-0.167896762,0.589643538,0.17453292
886,-0.163783371,-0.764171541,-0.172211111,0.599633336,0.17453292
906,-0.156628743,-0.755244315,-0.176627874,0.61145407,0.17453292
925,-0.148954228,-0.745845199,-0.18057251,0.623635411,0.17453292
944,-0.140971839,-0.736071587,-0.184081048,0.635955751,0.17453292
964,-0.133263052,-0.726255953,-0.187244385,0.647867918,0.17453292
984,-0.12654607,-0.717017174,-0.18979764,0.658672392,0.17453292
1006,-0.120599516,-0.707883477,-0.191623941,0.669056833,0.17453292
1029,-0.115368024,-0.698357463,-0.19323428,0.679446518,0.17453292
1043,-0.110268481,-0.688599348,-0.194834441,0.689718306,0.17453292
1062,-0.104357705,-0.677728236,-0.196685731,0.700791419,0.17453292
1082,-0.098286077,-0.666367352,-0.198542655,0.711951673,0.17453292
1102,-0.092676662,-0.655312955,-0.20002082,0.722473264,0.17453292
1125,-0.087594874,-0.64416492,-0.201390952,0.732680261,0.17453292
1142,-0.083107814,-0.633298397,-0.202894226,0.74219954,0.17453292
1161,-0.079000838,-0.623880088,-0.204644904,0.750101984,0.17453292
1181,-0.075051032,-0.616387606,-0.206667989,0.756123006,0.17453292
1200,-0.071728788,-0.610825896,-0.208626419,0.760408938,0.17453292
1221,-0.069649391,-0.606615961,-0.209946543,0.763602316,0.17453292
1240,-0.068746001,-0.603653789,-0.210854709,0.765778303,0.17453292
1260,-0.06883195,-0.6022138,-0.211556047,0.766710341,0.17453292
1279,-0.069757134,-0.602845609,-0.211908042,0.766032696,0.17453292
1299,-0.07148616,-0.605695605,-0.211681426,0.763684213,0.17453292
1319,-0.074042059,-0.610270083,-0.210238546,0.760189414,0.17453292
1338,-0.07770548,-0.616817892,-0.207694337,0.755222261,0.17453292
1359,-0.08276239,-0.625939131,-0.204507694,0.748015523,0.17453292
1378,-0.088864222,-0.637764692,-0.20091252,0.738236785,0.17453292
1398,-0.09538921,-0.651583374,-0.197074145,0.726293206,0.17453292
1418,-0.102705896,-0.667546034,-0.192448765,0.711896956,0.17453292
1437,-0.110561833,-0.684438944,-0.18689473,0.695981145,0.17453292
1456,-0.118322238,-0.700386405,-0.180936038,0.680235922,0.17453292
1480,-0.126636058,-0.716254175,-0.174443662,0.663711309,0.17453292
1497,-0.135192499,-0.732010245,-0.168171898,0.646221459,0.17453292
1516,-0.143083587,-0.747157335,-0.162893161,0.628290415,0.17453292
1535,-0.150524855,-0.761785269,-0.158714429,0.609782934,0.17453292
1555,-0.15718475,-0.775024891,-0.155873403,0.591889203,0.17453292
1574,-0.162642583,-0.786167145,-0.153983682,0.576001406,0.17453292
1597,-0.168010518,-0.795946717,-0.152619123,0.561202884,0.17453292
1616,-0.173675731,-0.804100871,-0.15203619,0.547853589,0.17453292
1634,-0.178734332,-0.810084462,-0.152225703,0.537256539,0.17453292
1653,-0.18268235,-0.814440548,-0.153376311,0.528951228,0.17453292
1673,-0.185429931,-0.817083418,-0.155688465,0.523212731,0.17453292
1699,-0.186934531,-0.818187118,-0.158497244,0.520099938,0.17453292
1714,-0.18763788,-0.818239033,-0.161120594,0.518957675,0.17453292
1734,-0.187972128,-0.817875624,-0.163257524,0.518741667,0.17453292
1754,-0.187940612,-0.817339957,-0.165155545,0.518996477,0.17453292
1772,-0.187353328,-0.816608369,-0.16744329,0.519627035,0.17453292
1792,-0.186198264,-0.815759897,-0.170101762,0.520510733,0.17453292
1812,-0.184553921,-0.81475085,-0.172751352,0.521802485,0.17453292
1835,-0.182277724,-0.813366175,-0.174956083,0.524023592,0.17453292
1854,-0.17997992,-0.812100768,-0.176101521,0.526391327,0.17453292
1872,-0.178239897,-0.811229527,-0.176712215,0.528119326,0.17453292
1890,-0.177289784,-0.81079179,-0.177160054,0.528960645,0.17453292
1910,-0.176587075,-0.810375452,-0.178005934,0.52954942,0.17453292
1929,-0.175719544,-0.809654653,-0.179449782,0.53045243,0.17453292
1949,-0.174688786,-0.808758378,-0.18136254,0.531508565,0.17453292
1969,-0.173755035,-0.807786524,-0.18360731,0.532520831,0.17453292
1988,-0.173278302,-0.806820631,-0.185777873,0.533387005,0.17453292
2008,-0.173375338,-0.805862486,-0.187616542,0.53415978,0.17453292
2028,-0.173956901,-0.805017829,-0.189061388,0.534734607,0.17453292
2047,-0.174649358,-0.80436188,-0.19028154,0.535063088,0.17453292
2067,-0.175294116,-0.803863645,-0.191413701,0.535197139,0.17453292
2088,-0.175746888,-0.803376436,-0.192476377,0.535399079,0.17453292
2106,-0.176011398,-0.802816808,-0.193386972,0.535823286,0.17453292
2127,-0.176176503,-0.802256286,-0.194056198,0.536366343,0.17453292
2146,-0.176403791,-0.801960111,-0.194252655,0.536663413,0.17453292
2165,-0.176956013,-0.802203238,-0.194032192,0.536197722,0.17453292
2185,-0.177438289,-0.802435458,-0.193875521,0.535747409,0.17453292
2206,-0.177614406,-0.802591741,-0.193763137,0.53549552,0.17453292
2224,-0.177905768,-0.802962542,-0.193390667,0.534977317,0.17453292
2244,-0.178708345,-0.803466022,-0.192637533,0.534225106,0.17453292
2264,-0.179882199,-0.803990006,-0.191710383,0.533375621,0.17453292
2284,-0.180955917,-0.804232478,-0.191102639,0.532864809,0.17453292
2304,-0.181931734,-0.804746628,-0.190312624,0.532038391,0.17453292
2324,-0.182761729,-0.805508912,-0.18897672,0.531075597,0.17453292
2343,-0.183454305,-0.806079268,-0.187579796,0.530466378,0.17453292
2363,-0.183713496,-0.806526184,-0.186757877,0.529987156,0.17453292
2383,-0.183614448,-0.806959689,-0.186328009,0.529512644,0.17453292
2402,-0.18319653,-0.807390034,-0.186378807,0.528983235,0.17453292
2422,-0.182674274,-0.807798564,-0.1866602,0.528440654,0.17453292
